RESPID,INTERVIEW_START_W157,INTERVIEW_END_W157,DEVICE_TYPE_W157,SVYMODE_W157,LANG_W157,X_AGECAT_W157,X_EDUCCAT2_W157,EMPLSIT_W157,JOBNUM_W157,PAYTYPE_W157,JOBTYPEMOD_W157,INDUSTRYCOMBO_W157,LOOKLKLY_W157,JOBSEC_W157,FINDJOB_W157,JOBDUTYMOD_a_W157,JOBDUTYMOD_b_W157,JOBDUTYMOD_c_W157,JOBDUTYMOD_d_W157,NUMEMP_W157,JOBSAT_W157,WORKSATIS_a_W157,WORKSATIS_b_W157,WORKSATIS_c_W157,WORKSATIS_d_W157,WORKSATIS_e_W157,WORKSATIS_f_W157,WORKSATIS_g_W157,WORKSATIS_h_W157,WORKSATIS_i_W157,WORKSATIS_j_W157,WORKSATIS_k_W157,PAYRS_a_W157,PAYRS_b_W157,PAYRS_c_W157,PAYRS_d_W157,PAYRS_e_W157,JOBCAREER_W157,WRKRS_W157,JOBDO_W157,JOBRESP1_W157,JOBRESP2_a_W157,JOBRESP2_b_W157,JOBRESP2_c_W157,WFHOPTION_W157,WFHPAST_W157,WFHCURR_W157,WFHDAYOPT_W157,WFHPOSTCVDMOD_W157,WFHSTAYJOB_W157,WFHIMPACT_a_W157,WFHIMPACT_b_W157,WFHIMPACT_c_W157,WFHIMPACT_d_W157,WFHIMPACT_e_W157,WFHIMPACT_f_W157,REMOTECALLS1_W157,REMOTECALLS4_W157,TRACKKNOW_a_W157,TRACKKNOW_b_W157,TRACKKNOW_c_W157,TRACKKNOW_d_W157,TRACKKNOW_e_W157,TRACKKNOW_f_W157,TRACKVIEW_W157,COVIDMEASURE_W157,TRAINNEED_W157,TRAINWAY1_W157,TRAINWAY2_W157,TRAINWAY3_W157,TRAINWAY4_W157,TRAINWAY5_W157,GOTTRAIN_W157,TRAINRS_a_W157,TRAINRS_b_W157,TRAINRS_c_W157,TRAINRS_d_W157,TRAINRS_e_W157,TRAINRS_f_W157,AIWRKTRAIN_W157,NOTRAINRS_a_W157,NOTRAINRS_b_W157,NOTRAINRS_c_W157,NOTRAINRS_d_W157,NOTRAINRS_e_W157,SKILLIMP_a_W157,SKILLIMP_b_W157,SKILLIMP_c_W157,SKILLIMP_d_W157,SKILLIMP_e_W157,SKILLIMP_f_W157,SKILLIMP_g_W157,SKILLIMP_h_W157,SKILLIMP_i_W157,AIWRKHEARD_W157,AIWRKFEEL_a_W157,AIWRKFEEL_b_W157,AIWRKFEEL_c_W157,AIWRKFEEL_d_W157,AIWRKDONE1_W157,AIWRKDONE2_W157,AIWRKOPPO_W157,CHATWRKHRD_W157,CHATWRK_W157,CHATWRKUSE_a_W157,CHATWRKUSE_b_W157,CHATWRKUSE_c_W157,CHATWRKUSE_d_W157,CHATWRKUSE_e_W157,CHATWRKUSE_f_W157,CHATWRKUSE_g_W157,CHATWRKIMP_a_W157,CHATWRKIMP_b_W157,NOCHATUSE_a_W157,NOCHATUSE_b_W157,NOCHATUSE_c_W157,NOCHATUSE_d_W157,CHATWRKPLC_W157,WRKDEI_W157,DIVEFFORT_W157,F_METRO,F_CREGION,F_USR_SELFID,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_HISP_ORIGIN,F_YEARSINUS_RECODE,F_RACECMB,F_RACETHNMOD,F_BIRTHPLACE,F_MARITAL,F_RELIG,F_BORN,F_RELIGCAT1,F_ATTENDPER,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSTR_FINAL,F_PARTYLNCLOSE_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_REG,F_INC_SDT1,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,WEIGHT_W157
15702213,09-Oct-2024 07:53:24,09-Oct-2024 08:07:34,1,1,9,3,2,1,1,2,3,5,5,4,4,1,2,1,1,4,3,3,5,4,5,2,2,2,2,4,3,5,3,1,1,2,2,3,,3,4,3,3,3,2,5,,,3,,,,,,,,2,2,1,2,2,2,1,2,3,3,2,,3,,,,2,,,,,,,,2,1,1,2,2,1,2,3,2,2,2,3,3,2,2,2,2,1,2,4,3,2,2,4,2,2,2,2,2,2,2,4,4,,,,,3,2,3,1,1,2,3,2,3,2,2,,1,1,1,1,1,2,2,2,4,1,,1,,1,1,1,7,2,2,2,2,1.2388404664115813
15702214,09-Oct-2024 06:29:52,09-Oct-2024 06:41:39,1,1,9,3,2,1,1,2,1,3,5,2,4,1,2,2,2,1,3,2,4,4,4,3,3,3,3,2,3,5,1,3,1,3,1,3,,2,4,2,2,8,2,5,,,2,,,,,,,,4,,2,2,2,2,5,2,4,3,1,,,,,,2,,,,,,,,3,3,3,1,1,2,3,3,2,2,3,3,3,2,2,2,2,2,2,3,4,3,3,,,,,,,,,,,,,,,,2,4,1,2,3,3,1,3,2,2,,1,1,1,1,1,2,2,2,5,1,,2,,1,2,1,5,3,2,2,2,1.9715517404159135
15702215,09-Oct-2024 07:08:02,09-Oct-2024 07:24:10,3,1,9,4,3,2,1,2,3,7,5,1,2,2,1,1,2,1,3,3,4,3,3,1,2,3,3,2,3,3,3,2,2,3,2,3,2,3,2,2,2,2,2,6,,,4,,,,,,,,4,,1,2,2,2,3,2,3,3,1,,,,,,1,1,3,3,1,1,3,2,,,,,,1,1,2,3,2,1,2,1,1,3,,,,,,,,3,,,,,,,,,,,,,,,,1,3,2,2,3,4,1,2,3,2,,1,1,1,1,1,1,2,1,4,1,,2,,1,2,1,9,3,1,1,3,0.3020095071883393
15702216,08-Oct-2024 17:33:05,08-Oct-2024 17:40:27,1,1,9,2,2,1,1,2,2,6,5,2,3,2,1,2,1,6,3,3,4,3,3,2,3,3,3,3,2,2,1,2,2,2,1,1,,3,3,2,2,2,1,5,2,1,1,2,3,3,3,3,3,3,1,1,1,3,1,1,3,3,3,2,1,,,,,,1,1,3,3,1,2,3,2,,,,,,1,1,2,4,4,1,1,3,1,2,2,2,2,2,4,3,2,3,,,,,,,,,,,,,,,,1,3,1,3,2,2,2,3,2,2,,1,1,1,1,2,12,,3,5,1,,2,,1,2,1,9,3,2,2,3,1.2675452579282314
15702217,08-Oct-2024 17:36:50,08-Oct-2024 18:02:52,3,1,9,2,5,1,1,2,3,11,4,1,3,1,1,1,1,4,2,1,2,2,2,1,1,1,2,2,1,2,,,,,,1,,3,2,1,2,2,2,5,,,3,,,,,,,,1,2,1,2,1,1,1,2,3,3,2,,,,1,,1,1,1,1,3,1,2,2,,,,,,1,1,2,2,3,1,3,3,1,1,1,1,2,2,4,4,2,1,2,2,1,1,1,2,1,1,1,2,,,,,3,3,3,1,3,1,2,1,1,5,2,,1,1,1,1,2,12,,3,5,3,2,,3,2,3,1,9,3,2,2,3,1.0179485848096888
15702218,08-Oct-2024 19:34:13,08-Oct-2024 20:02:27,1,1,10,3,3,1,1,1,1,3,2,2,5,2,2,2,1,4,4,3,4,4,2,2,2,2,2,3,4,2,1,1,1,3,1,3,,3,2,1,1,1,1,1,3,1,1,3,5,1,1,1,1,4,1,1,3,3,1,2,3,3,1,2,1,,,,,,1,1,3,3,1,1,3,1,,,,,,2,2,2,2,2,2,2,2,2,2,1,2,2,2,5,6,2,3,,,,,,,,,,,,,,,,1,2,1,3,1,3,1,2,3,1,4,4,1,3,4,1,2,1,2,4,3,1,,3,1,1,1,5,2,2,2,2,0.1992558171134416
15702219,08-Oct-2024 17:34:19,08-Oct-2024 17:41:16,3,1,9,2,5,1,2,1,1,11,4,1,4,2,2,1,1,4,2,1,2,2,2,3,2,3,2,3,1,1,,,,,,2,,3,3,1,2,1,1,3,2,2,2,4,3,1,5,2,3,4,1,1,3,2,1,2,1,6,3,3,1,,,,,,1,2,2,2,3,1,3,1,,,,,,1,2,3,3,4,1,3,3,2,2,2,2,1,1,4,3,2,2,3,1,1,2,1,1,2,2,3,3,,,,,1,3,3,1,1,2,2,1,1,5,2,,1,1,1,1,3,12,,3,6,4,1,,3,1,1,1,9,1,1,2,3,0.7822537775103723
15702220,09-Oct-2024 12:39:52,09-Oct-2024 12:54:51,1,1,9,4,3,2,1,2,1,2,5,1,5,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,,,,,,1,3,3,1,1,1,1,2,6,,,5,,,,,,,,4,,2,99,2,4,2,99,2,3,1,,,,,,2,,,,,,,,3,99,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,99,3,3,,,,,,,,,,,,,,,,1,,1,4,3,4,2,2,3,2,,1,1,1,1,1,9,,3,6,2,,1,,2,3,1,3,3,5,1,2,2.175741133274787
15702221,08-Oct-2024 17:57:27,08-Oct-2024 18:06:11,3,1,9,2,2,1,2,1,1,7,5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,6,1,1,,,,,,1,,3,2,1,1,1,1,5,2,2,1,5,1,1,1,1,1,1,1,1,2,2,2,2,5,2,3,3,1,,,,,,2,,,,,,,,3,3,3,3,1,2,1,2,2,1,1,4,3,1,2,1,1,2,2,5,3,3,2,5,,,,,,,,,,3,3,1,3,3,2,4,1,3,3,2,1,3,2,2,,1,1,1,1,1,1,1,1,4,4,99,,,9,9,3,9,3,1,2,2,2.91906624980993
15702222,08-Oct-2024 15:36:59,08-Oct-2024 15:54:34,1,1,9,3,5,1,2,2,3,5,5,1,2,2,2,1,2,4,2,1,3,4,3,2,1,2,2,2,4,4,,,,,,3,,3,4,1,2,2,2,1,,,4,,,,,,,,4,,1,1,2,3,3,3,3,3,1,,,,,,1,2,3,3,1,2,3,2,,,,,,1,2,3,4,4,3,4,3,2,2,2,2,2,1,4,3,3,2,5,,,,,,,,,,1,2,2,3,3,2,3,2,4,3,3,2,1,5,2,,1,1,1,1,1,1,1,1,2,1,,2,,1,1,1,8,2,2,1,2,0.64657316850315
15702223,08-Oct-2024 19:47:31,08-Oct-2024 20:03:04,1,1,9,3,6,1,1,1,1,9,4,2,3,2,1,2,1,6,3,3,2,4,3,2,5,5,2,3,3,3,,,,,,1,,3,2,2,1,1,1,4,3,1,2,3,3,4,3,3,3,3,1,2,3,1,1,3,1,6,4,3,2,,,,,2,1,2,2,3,2,1,3,1,,,,,,2,1,2,4,4,2,2,3,1,2,2,2,1,2,4,3,3,2,4,2,1,2,2,1,2,2,3,3,,,,,3,3,4,1,3,2,3,1,1,6,1,8,4,1,3,4,1,1,1,1,1,4,1,,3,1,1,1,9,2,1,1,2,0.6018232145141519
15702224,12-Oct-2024 09:57:33,12-Oct-2024 10:04:48,1,1,9,2,5,1,2,1,1,2,5,1,2,2,2,1,2,1,1,2,3,2,2,1,1,1,1,1,2,2,,,,,,3,,3,2,1,1,2,2,5,,,3,,,,,,,,4,,2,2,2,2,5,6,3,3,2,,,,3,,2,,,,,,,,3,3,3,3,3,1,2,2,3,3,1,3,3,2,2,2,2,1,2,5,5,3,2,5,,,,,,,,,,3,1,1,3,3,2,,1,1,2,2,2,1,5,2,,1,1,1,1,1,1,1,1,2,1,,1,,1,1,1,9,1,2,1,2,0.7258346720215265
15702225,09-Oct-2024 15:31:21,09-Oct-2024 16:12:00,3,1,9,2,2,1,1,2,1,1,2,4,4,1,2,1,2,3,4,2,4,4,4,4,3,4,3,2,5,5,3,1,1,2,3,3,,3,4,3,3,4,2,5,,,1,,,,,,,,4,,2,1,2,4,3,2,4,3,1,,,,,,2,,,,,,,,3,3,3,3,3,2,2,3,4,2,2,3,3,2,3,,,,,,,,2,3,2,1,2,1,1,1,2,99,99,,,,,3,1,4,1,2,2,2,2,3,2,2,,3,2,2,4,1,1,1,1,1,1,,1,,1,2,1,99,3,1,2,99,0.5852877253320415
15702226,08-Oct-2024 15:49:46,08-Oct-2024 16:04:52,3,1,9,2,6,1,1,1,1,13,4,2,5,2,1,2,1,6,2,1,2,3,3,2,1,2,2,2,1,2,,,,,,1,,3,3,1,2,8,1,5,2,1,2,5,4,1,4,1,3,4,1,1,2,2,2,1,3,3,3,2,2,,,,,3,2,,,,,,,,3,3,1,3,3,1,1,1,3,3,1,1,3,1,2,1,1,1,2,5,4,4,2,5,,,,,,,,,,2,2,1,3,3,2,1,1,2,2,2,1,1,6,2,,1,1,1,1,1,1,1,1,6,3,1,,4,1,1,1,9,2,1,1,3,0.5215298695379109
15702227,08-Oct-2024 21:38:39,08-Oct-2024 21:47:07,1,1,9,2,3,1,1,2,1,4,1,2,5,1,1,1,2,6,5,3,3,5,5,5,5,5,5,5,5,5,,,,,,1,,3,5,3,3,3,2,5,,,3,,,,,,,,4,,1,2,1,3,1,1,3,2,1,,,,,,1,2,3,3,1,1,3,2,,,,,,4,3,4,2,2,2,4,4,3,3,,,,,,,,3,,,,,,,,,,,,,,,,3,1,1,3,2,2,1,2,3,2,,1,1,1,1,6,5,,4,5,4,2,,4,2,3,1,9,3,1,2,3,0.7832764655966798
15702228,08-Oct-2024 14:44:48,08-Oct-2024 14:52:57,3,1,9,3,3,1,1,1,1,6,4,3,4,2,1,2,1,6,2,3,3,4,2,2,2,4,4,1,1,1,,,,,,1,,3,2,1,2,8,1,3,1,,1,2,3,1,4,1,3,3,1,1,3,3,3,1,1,6,3,,1,,,,,,1,2,3,3,3,2,2,2,,,,,,1,1,1,1,1,1,2,2,1,1,2,2,1,1,5,6,4,1,3,2,1,2,2,1,1,2,4,3,,,,,1,2,3,1,4,3,3,2,2,3,2,,1,1,1,1,1,1,2,1,5,1,,1,,1,1,1,9,2,1,1,3,0.4336316631887695
15702229,09-Oct-2024 06:52:32,09-Oct-2024 07:08:02,1,1,9,3,5,2,1,4,4,7,2,2,4,2,2,1,2,3,2,,,,,,,,,,,,,,,,,3,,3,4,6,7,2,2,1,,,1,,,,,,,,4,,,,,,,,,,1,,,,,,1,3,3,1,3,3,1,2,,,,,,2,2,2,2,2,2,3,2,2,2,2,2,1,2,3,4,3,2,5,,,,,,,,,,3,2,1,,,2,,1,3,2,3,2,1,5,2,,1,1,1,1,6,1,1,1,1,1,,2,,1,1,1,4,1,2,1,2,0.734957392626561
15702230,07-Oct-2024 16:30:17,07-Oct-2024 16:40:54,3,1,9,4,3,1,1,2,3,8,4,2,2,2,2,2,1,6,2,3,2,3,3,3,3,3,2,3,2,5,,,,,,3,3,3,3,2,3,2,2,5,,,1,,,,,,,,1,1,1,1,1,1,1,6,3,3,2,,5,,,,1,2,2,2,2,2,2,2,,,,,,2,1,2,2,2,2,2,2,1,2,2,2,1,2,3,3,3,3,,,,,,,,,,,,,,,,3,3,1,1,3,4,2,2,3,2,,1,1,1,1,3,1,1,1,1,1,,1,,1,1,1,4,2,1,2,2,0.536379334281016
15702231,08-Oct-2024 21:58:54,08-Oct-2024 22:09:48,1,1,9,2,3,1,1,1,2,2,3,4,4,2,1,1,1,4,3,5,5,5,4,5,3,3,4,4,4,5,1,1,1,1,1,3,,2,3,3,3,3,1,3,4,1,1,,4,3,3,3,3,3,2,1,2,1,1,1,1,1,4,1,2,,6,,,,2,,,,,,,,2,2,2,1,2,3,1,2,3,4,3,1,3,1,3,,,,,,,,3,,,,,,,,,,,,,,,,3,4,2,3,3,2,2,2,3,2,,1,2,2,1,6,1,1,1,3,3,2,,4,2,3,1,1,2,2,2,1,1.3545128713614227
15702232,11-Oct-2024 06:29:25,11-Oct-2024 06:43:06,3,1,9,1,6,1,1,1,3,5,5,2,4,2,1,1,1,1,3,3,5,3,2,1,2,2,2,4,4,5,1,1,1,2,1,1,,3,1,1,1,3,2,5,,,2,,,,,,,,2,1,1,1,1,2,3,2,3,3,1,,,,,,1,1,1,1,2,1,1,1,,,,,,1,1,3,3,3,2,3,2,1,1,1,1,2,2,3,3,3,1,3,1,1,2,2,1,1,1,1,2,,,,,1,1,3,1,1,1,1,2,1,6,1,8,4,1,3,4,3,2,2,2,5,4,1,,4,1,2,3,4,3,1,2,1,2.610613220392116
15702233,08-Oct-2024 15:57:34,08-Oct-2024 16:12:57,1,1,9,3,6,2,3,2,4,3,1,4,4,1,2,1,1,1,3,,,,,,,,,,,,,,,,,3,,3,3,6,1,3,1,4,3,,3,,,,,,,,3,,,,,,,,,,1,,,,,,2,,,,,,,,2,2,3,3,2,1,1,3,2,2,1,2,1,1,1,1,2,1,2,4,4,3,1,5,,,,,,,,,,3,2,2,,,1,,1,4,2,3,1,1,6,2,,1,1,1,1,1,11,,4,6,4,2,,2,2,4,1,9,5,2,1,2,0.6564697649357606
15702234,07-Oct-2024 17:08:33,07-Oct-2024 17:27:24,3,2,9,1,2,1,2,2,3,8,5,2,4,1,1,2,2,1,2,2,2,2,2,1,2,1,1,1,1,1,,,,,,2,,3,2,1,1,2,2,5,,,6,,,,,,,,3,,1,1,3,4,3,2,3,3,2,,4,,,,2,,,,,,,,2,1,3,3,3,3,3,2,2,2,2,3,3,2,2,1,2,1,1,4,4,4,3,,,,,,,,,,,,,,,,1,3,1,3,2,1,1,3,2,2,,1,1,1,1,6,1,1,1,3,1,,1,,1,1,2,1,2,2,2,1,4.764723573445259
15702235,08-Oct-2024 15:18:59,08-Oct-2024 15:24:40,1,1,9,2,3,1,1,2,1,1,2,4,5,1,2,1,1,3,3,3,4,5,5,2,2,1,3,2,4,5,1,1,2,3,2,3,,3,5,2,1,3,2,5,,,2,,,,,,,,3,,1,1,1,1,1,3,3,2,2,,1,,,,2,,,,,,,,2,1,1,3,3,1,1,2,1,2,1,1,1,1,2,1,2,1,1,3,3,2,2,5,,,,,,,,,,3,1,1,3,3,2,1,1,3,3,2,1,2,3,2,,1,1,1,1,1,1,1,1,6,3,1,,3,1,2,2,6,3,2,2,2,2.798689047793623
15702236,10-Oct-2024 13:31:57,10-Oct-2024 13:41:44,3,1,9,3,5,1,1,1,1,9,5,2,4,2,2,2,1,4,3,3,3,4,3,2,3,3,3,6,2,1,,,,,,3,,2,2,2,2,8,1,4,1,,1,4,3,3,3,1,3,3,1,1,3,3,3,3,3,6,3,,1,,,,,,1,1,3,3,1,1,3,1,,,,,,3,2,3,4,4,2,1,2,2,2,1,1,2,2,3,3,4,2,3,2,2,2,2,1,2,1,3,3,,,,,3,3,4,1,4,1,3,1,1,5,2,,4,3,5,4,1,7,,4,4,3,2,,3,2,3,1,9,3,1,1,3,0.3637538678866263
15702237,08-Oct-2024 15:39:13,08-Oct-2024 15:56:39,1,1,9,4,2,2,1,2,2,2,5,1,2,2,2,1,2,4,1,2,3,2,2,1,2,2,2,1,2,2,,,,,,1,3,2,1,1,2,2,2,5,,,5,,,,,,,,4,,1,1,1,1,2,3,3,3,1,,,,,,1,1,3,1,1,1,1,2,,,,,,1,1,3,3,3,3,3,3,1,2,1,2,2,2,5,5,2,2,4,2,2,2,2,2,2,2,5,5,,,,,3,1,3,1,2,1,4,1,3,2,2,,1,2,2,1,1,1,2,1,3,2,,1,,2,3,1,4,3,1,2,2,1.0405726365625798
15702238,09-Oct-2024 17:35:31,09-Oct-2024 17:47:34,3,1,9,2,5,1,1,1,1,11,5,2,3,2,2,2,1,6,1,2,2,2,2,1,2,2,1,3,1,1,,,,,,1,,3,1,1,1,8,1,4,3,2,3,1,3,1,4,3,3,3,1,1,2,3,2,3,1,2,3,3,1,,,,,,1,1,3,2,3,1,3,1,,,,,,2,2,3,3,3,2,2,3,2,1,1,2,1,2,4,3,3,2,4,2,2,2,1,1,2,1,3,4,,,,,1,1,3,1,3,2,2,1,1,5,2,,1,1,1,1,1,9,,3,6,2,,1,,2,4,1,9,4,2,2,2,0.862413449173614
15702239,13-Oct-2024 08:45:25,13-Oct-2024 09:00:50,3,1,9,3,5,1,1,1,1,11,4,2,2,2,1,1,1,6,3,4,3,4,4,2,3,3,3,2,4,4,,,,,,1,,2,2,3,2,2,2,3,,,3,,,,,,,,1,1,3,1,3,3,3,6,4,99,2,,,,2,,2,,,,,,,,1,2,2,3,3,2,1,3,3,3,1,3,4,2,2,2,2,1,2,5,4,3,2,5,,,,,,,,,,2,1,1,3,3,1,3,1,4,1,3,1,1,5,2,,1,1,1,1,1,10,,3,6,2,,1,,2,4,1,9,4,1,1,3,0.3335620943058501
15702240,11-Oct-2024 20:58:12,11-Oct-2024 21:08:21,3,1,9,2,5,1,1,2,3,3,5,1,4,1,1,2,1,4,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,1,,3,3,2,2,2,2,5,,,3,,,,,,,,3,,2,2,2,1,3,1,3,3,1,,,,,,2,,,,,,,,3,3,3,3,1,2,2,3,2,2,2,3,3,2,1,2,2,2,2,4,3,2,1,4,2,2,2,2,2,2,2,4,3,,,,,3,3,4,1,4,3,2,1,1,5,2,,1,1,1,1,1,1,2,1,3,3,1,,4,1,2,3,3,3,2,1,1,0.9363557260526664
15702241,09-Oct-2024 00:09:11,09-Oct-2024 00:40:56,3,1,9,3,1,1,1,2,1,11,5,1,5,2,2,2,2,6,1,1,2,1,2,1,1,1,1,4,2,2,,,,,,1,,3,2,1,2,8,2,5,,,2,,,,,,,,2,2,3,3,3,1,1,3,4,3,2,3,,,,,2,,,,,,,,3,3,3,3,1,2,2,1,2,3,1,1,1,1,2,2,2,2,2,5,6,3,3,,,,,,,,,,,,,,,,1,3,1,4,2,3,2,3,1,2,,1,4,4,1,1,1,2,1,6,2,,1,,2,4,1,9,4,2,2,2,1.6592948424359832
15702242,12-Oct-2024 11:14:50,12-Oct-2024 11:45:04,3,2,9,2,3,1,1,2,5,2,1,4,4,2,2,1,2,1,3,3,3,5,5,2,2,3,2,2,3,5,,,,,,2,,2,3,1,1,2,1,5,5,1,3,,3,3,3,3,3,3,4,,3,1,3,2,2,2,3,1,1,,,,,,1,3,3,1,3,3,1,2,,,,,,2,1,2,3,3,2,3,2,1,2,2,2,1,1,5,2,2,2,5,,,,,,,,,,3,3,1,3,3,1,,1,1,1,2,2,2,3,1,2,2,1,3,2,3,1,1,1,4,4,99,,,9,9,3,1,3,2,2,1,4.764723573445259
15702243,13-Oct-2024 20:40:39,13-Oct-2024 20:50:28,1,1,9,1,3,2,1,1,4,7,5,1,3,1,1,1,1,3,2,,,,,,,,,,,,,,,,,2,,3,2,2,2,1,2,5,,,4,,,,,,,,2,1,,,,,,,,,1,,,,,,2,,,,,,,,3,3,3,1,2,1,2,1,1,2,2,2,2,1,1,1,1,1,2,4,4,4,2,5,,,,,,,,,,2,2,1,,,1,,1,4,1,1,1,2,3,1,1,1,5,3,1,6,2,2,2,2,3,1,,4,1,2,1,5,4,1,2,2,3.098086421639114
15702244,09-Oct-2024 16:40:59,09-Oct-2024 16:59:27,3,1,9,3,6,1,1,2,1,2,5,1,1,1,1,1,2,4,2,3,2,2,2,2,2,2,2,2,1,5,,,,,,1,,2,2,2,2,2,2,5,,,5,,,,,,,,4,,1,2,2,3,3,3,3,2,1,,,,,,1,1,3,3,1,1,3,2,,,,,,4,3,4,1,5,1,5,1,1,2,1,2,2,2,5,4,2,2,5,,,,,,,,,,1,1,1,3,3,2,3,1,3,2,3,1,1,6,2,,1,1,1,1,1,1,2,1,6,1,,1,,1,1,1,9,2,2,2,3,1.0221295673032536
15702245,08-Oct-2024 16:09:58,08-Oct-2024 16:18:38,1,1,9,2,3,1,1,1,1,4,5,4,4,2,2,1,1,5,4,3,1,5,3,4,4,4,3,6,3,1,,,,,,1,,2,4,3,3,2,1,3,1,,1,5,1,1,4,1,1,1,1,1,2,2,2,1,1,2,3,,2,,5,,,,1,2,3,3,3,3,3,2,,,,,,1,1,1,4,5,1,2,5,1,1,2,2,1,1,3,4,2,1,2,2,1,1,1,2,1,1,4,3,,,,,1,1,2,1,4,2,2,2,2,3,2,,1,1,1,1,1,1,1,1,5,3,2,,3,2,3,1,9,3,1,2,3,0.7531686721666823
15702246,09-Oct-2024 21:28:42,09-Oct-2024 21:37:56,1,1,9,2,5,1,1,2,3,8,5,1,4,1,1,1,2,5,2,3,4,3,2,3,3,3,3,2,3,5,3,2,1,3,1,1,,3,3,2,2,3,2,5,,,6,,,,,,,,4,,2,3,3,1,1,3,3,3,1,,,,,,1,3,2,3,1,1,3,2,,,,,,1,2,2,2,2,2,4,2,2,3,,,,,,,,3,,,,,,,,,,,,,,,,1,3,1,4,2,2,1,1,5,2,,1,1,1,1,1,12,,3,6,2,,2,,2,3,1,9,3,2,2,2,1.0055476076423535
15702247,08-Oct-2024 14:59:30,08-Oct-2024 15:07:41,3,1,9,1,5,1,1,2,2,2,3,2,5,2,2,1,2,5,2,2,2,4,2,2,1,2,2,4,2,2,,,,,,2,,2,4,1,1,1,1,6,4,1,3,,3,2,5,4,3,3,3,,1,1,2,3,3,1,3,3,1,,,,,,2,,,,,,,,2,1,1,3,2,2,2,1,3,3,3,3,3,1,2,1,1,1,2,3,2,2,2,1,1,1,1,2,1,1,2,2,1,,,,,3,1,3,1,4,1,1,2,1,5,2,,1,3,5,1,1,2,,2,6,4,1,,4,1,2,2,9,3,2,2,2,1.4294632248842616
15702248,12-Oct-2024 13:03:45,12-Oct-2024 13:19:47,1,1,9,3,5,2,1,3,4,13,1,4,5,1,2,1,2,6,4,,,,,,,,,,,,,,,,,3,,3,3,6,7,2,2,5,,,6,,,,,,,,4,,,,,,,,,,2,,,,4,,2,,,,,,,,3,3,3,1,3,2,2,1,3,1,5,5,3,5,1,1,1,1,1,3,3,4,3,,,,,,,,,,,,,,,,3,,1,4,1,3,1,1,5,1,3,1,5,3,1,6,2,2,2,5,2,,1,,2,3,1,2,2,2,2,2,1.1943770802029257
15702249,08-Oct-2024 15:47:26,08-Oct-2024 15:57:36,1,1,9,2,3,1,1,4,4,4,5,1,1,1,2,1,2,1,2,,,,,,,,,,,,,,,,,1,,3,3,2,2,2,2,5,,,2,,,,,,,,4,,,,,,,,,,1,,,,,,2,,,,,,,,3,2,3,3,2,1,1,1,3,3,2,2,3,1,2,2,2,1,1,5,5,2,2,5,,,,,,,,,,3,1,1,,,2,,1,1,2,2,2,2,3,2,,1,1,1,1,6,2,2,2,5,1,,1,,1,2,1,9,3,1,2,3,0.9109348694052681
15702250,08-Oct-2024 18:54:45,08-Oct-2024 18:59:52,1,1,9,1,6,1,1,1,2,9,3,3,3,1,2,1,2,4,3,3,3,3,3,3,2,3,3,3,2,4,,,,,,1,,3,3,1,1,2,2,6,,,3,,,,,,,,2,2,2,1,1,1,2,2,3,3,2,,,,,2,1,1,1,1,1,1,1,2,,,,,,1,1,1,1,2,2,4,3,1,2,1,1,1,2,5,4,3,3,,,,,,,,,,,,,,,,1,3,1,1,2,1,1,1,6,2,,1,3,5,1,6,7,,4,6,1,,2,,1,2,1,5,3,1,2,2,0.8856527096028287
15702251,10-Oct-2024 19:40:53,10-Oct-2024 19:48:45,3,1,9,1,5,1,1,1,1,6,4,2,3,2,2,1,1,5,3,2,4,2,3,2,2,4,3,4,3,2,3,1,1,1,1,1,,3,3,2,3,3,1,6,3,1,2,5,4,1,4,2,3,4,1,2,3,1,3,3,1,3,3,3,2,,,,3,,2,,,,,,,,3,3,1,3,3,2,1,3,4,4,1,3,3,1,2,1,1,1,2,4,3,1,2,2,1,1,2,1,1,2,2,2,2,,,,,1,1,3,1,1,1,1,1,1,5,2,,4,1,1,4,6,10,,3,6,3,2,,4,2,4,1,9,4,1,2,2,1.855365824955555
15702252,08-Oct-2024 14:40:23,08-Oct-2024 14:50:42,1,1,9,2,4,1,2,2,1,6,4,2,4,2,2,2,1,6,2,3,3,3,3,2,2,2,2,6,3,2,,,,,,2,,3,3,1,1,8,1,5,1,,1,5,3,2,3,2,3,3,1,2,1,1,1,1,1,6,3,,2,,,2,,,1,2,2,1,1,1,3,2,,,,,,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,3,2,2,5,,,,,,,,,,3,1,1,3,3,2,1,2,3,3,2,2,2,4,2,,1,1,1,1,1,1,1,1,1,1,,1,,1,1,1,5,2,2,1,2,0.7872233597273122
